problem_id,title,difficulty_index,tier_name,tier_group,description_len,sample_count,url
1108,검색 엔진,,,,778,6,https://www.acmicpc.net/problem/1108
1109,섬,,,,917,5,https://www.acmicpc.net/problem/1109
1110,더하기 사이클,,,,391,5,https://www.acmicpc.net/problem/1110
1111,IQ Test,,,,421,9,https://www.acmicpc.net/problem/1111
1112,진법 변환,,,,454,7,https://www.acmicpc.net/problem/1112
1113,수영장 만들기,,,,382,4,https://www.acmicpc.net/problem/1113
1114,통나무 자르기,,,,231,4,https://www.acmicpc.net/problem/1114
1115,순열,,,,520,5,https://www.acmicpc.net/problem/1115
1116,순열 2,,,,520,6,https://www.acmicpc.net/problem/1116
1117,색칠 1,,,,469,6,https://www.acmicpc.net/problem/1117
1118,색칠 2,,,,542,7,https://www.acmicpc.net/problem/1118
1119,그래프,,,,433,5,https://www.acmicpc.net/problem/1119
1120,문자열,,,,293,5,https://www.acmicpc.net/problem/1120
1121,도형,,,,233,5,https://www.acmicpc.net/problem/1121
1122,뒤집기,,,,230,7,https://www.acmicpc.net/problem/1122
1123,셔플,,,,636,3,https://www.acmicpc.net/problem/1123
1124,언더프라임,,,,254,4,https://www.acmicpc.net/problem/1124
1125,바닥 장식,,,,578,5,https://www.acmicpc.net/problem/1125
1126,같은 탑,,,,248,4,https://www.acmicpc.net/problem/1126
1127,떡국,,,,605,4,https://www.acmicpc.net/problem/1127
1128,피보나치 냅색,,,,348,5,https://www.acmicpc.net/problem/1128
1129,키,,,,214,3,https://www.acmicpc.net/problem/1129
1130,종이 레이싱,,,,887,5,https://www.acmicpc.net/problem/1130
1131,숫자,,,,241,5,https://www.acmicpc.net/problem/1131
1132,합,,,,147,5,https://www.acmicpc.net/problem/1132
1133,반복되지 않는 단어,,,,282,4,https://www.acmicpc.net/problem/1133
1134,식,,,,311,5,https://www.acmicpc.net/problem/1134
1135,뉴스 전하기,,,,424,4,https://www.acmicpc.net/problem/1135
1136,조각 놓기,,,,306,6,https://www.acmicpc.net/problem/1136
1137,로봇 레이스,,,,538,4,https://www.acmicpc.net/problem/1137
1138,한 줄로 서기,,,,283,4,https://www.acmicpc.net/problem/1138
1139,울타리,,,,205,4,https://www.acmicpc.net/problem/1139
1140,요금,,,,440,8,https://www.acmicpc.net/problem/1140
1141,접두사,,,,219,4,https://www.acmicpc.net/problem/1141
1142,피자,,,,344,6,https://www.acmicpc.net/problem/1142
1143,경찰,,,,401,5,https://www.acmicpc.net/problem/1143
1144,싼 비용,,,,275,4,https://www.acmicpc.net/problem/1144
1145,적어도 대부분의 배수,,,,124,4,https://www.acmicpc.net/problem/1145
1146,지그재그 서기,,,,489,1,https://www.acmicpc.net/problem/1146
1147,BOJ 소풍,,,,344,3,https://www.acmicpc.net/problem/1147
1148,단어 만들기,,,,694,1,https://www.acmicpc.net/problem/1148
1149,RGB거리,,,,278,5,https://www.acmicpc.net/problem/1149
1150,백업,,,,934,1,https://www.acmicpc.net/problem/1150
1151,그림자,,,,217,4,https://www.acmicpc.net/problem/1151
1152,단어의 개수,,,,110,3,https://www.acmicpc.net/problem/1152
1153,네 개의 소수,,,,80,1,https://www.acmicpc.net/problem/1153
1154,팀 편성,,,,202,1,https://www.acmicpc.net/problem/1154
1155,변형 하노이,,,,484,1,https://www.acmicpc.net/problem/1155
1156,장난감,,,,557,1,https://www.acmicpc.net/problem/1156
1157,단어 공부,,,,89,4,https://www.acmicpc.net/problem/1157
1158,요세푸스 문제,,,,299,1,https://www.acmicpc.net/problem/1158
1159,농구 경기,,,,578,2,https://www.acmicpc.net/problem/1159
1160,Random Number Generator,,,,397,1,https://www.acmicpc.net/problem/1160
1161,버스,,,,222,1,https://www.acmicpc.net/problem/1161
1162,도로포장,,,,330,1,https://www.acmicpc.net/problem/1162
1163,증가하는 리스트,,,,342,7,https://www.acmicpc.net/problem/1163
1164,가리기,,,,266,5,https://www.acmicpc.net/problem/1164
1165,단어퍼즐,,,,352,1,https://www.acmicpc.net/problem/1165
1166,선물,,,,228,4,https://www.acmicpc.net/problem/1166
1167,트리의 지름,,,,69,1,https://www.acmicpc.net/problem/1167
1168,요세푸스 문제 2,,,,299,1,https://www.acmicpc.net/problem/1168
1169,정사각형 진열,,,,410,1,https://www.acmicpc.net/problem/1169
1170,선인장의 개수,,,,355,4,https://www.acmicpc.net/problem/1170
1171,사오정,,,,389,1,https://www.acmicpc.net/problem/1171
1172,선인장 Automorphisms,,,,422,4,https://www.acmicpc.net/problem/1172
1173,운동,,,,415,5,https://www.acmicpc.net/problem/1173
1174,줄어드는 수,,,,194,3,https://www.acmicpc.net/problem/1174
1175,배달,,,,638,5,https://www.acmicpc.net/problem/1175
1176,섞기,,,,332,1,https://www.acmicpc.net/problem/1176
1177,조쌤포스,,,,643,1,https://www.acmicpc.net/problem/1177
1178,간선 추가,,,,154,1,https://www.acmicpc.net/problem/1178
1179,마지막 요세푸스 문제,,,,301,1,https://www.acmicpc.net/problem/1179
1180,선인장의 지름,,,,257,1,https://www.acmicpc.net/problem/1180
1181,단어 정렬,,,,115,1,https://www.acmicpc.net/problem/1181
1182,부분수열의 합,,,,87,1,https://www.acmicpc.net/problem/1182
1183,약속,,,,356,5,https://www.acmicpc.net/problem/1183
1184,귀농,,,,407,3,https://www.acmicpc.net/problem/1184
1185,유럽여행,,,,384,1,https://www.acmicpc.net/problem/1185
1186,직사각형 색칠하기,,,,259,3,https://www.acmicpc.net/problem/1186
1187,숫자 놀이,,,,129,1,https://www.acmicpc.net/problem/1187
1188,음식 평론가,,,,458,3,https://www.acmicpc.net/problem/1188
1189,컴백홈,,,,383,1,https://www.acmicpc.net/problem/1189
1190,골 세레모니,,,,439,1,https://www.acmicpc.net/problem/1190
1191,게임,,,,463,1,https://www.acmicpc.net/problem/1191
1192,장갑,,,,350,1,https://www.acmicpc.net/problem/1192
1193,분수찾기,,,,270,10,https://www.acmicpc.net/problem/1193
1194,"달이 차오른다, 가자.",,,,858,8,https://www.acmicpc.net/problem/1194
1195,킥다운,,,,364,1,https://www.acmicpc.net/problem/1195
1196,잭 바우어,,,,983,4,https://www.acmicpc.net/problem/1196
1197,최소 스패닝 트리,,,,116,1,https://www.acmicpc.net/problem/1197
1198,삼각형으로 자르기,,,,239,4,https://www.acmicpc.net/problem/1198
1199,오일러 회로,,,,140,1,https://www.acmicpc.net/problem/1199
1200,기상예측,,,,333,1,https://www.acmicpc.net/problem/1200
1201,NMK,,,,81,5,https://www.acmicpc.net/problem/1201
1202,보석 도둑,,,,197,2,https://www.acmicpc.net/problem/1202
1203,게임,,,,417,1,https://www.acmicpc.net/problem/1203
1204,팰린드롬의 개수,,,,330,4,https://www.acmicpc.net/problem/1204
1205,등수 구하기,,,,462,4,https://www.acmicpc.net/problem/1205
1206,사람의 수,,,,361,4,https://www.acmicpc.net/problem/1206
1207,종이 자르기,,,,165,6,https://www.acmicpc.net/problem/1207
1208,부분수열의 합 2,,,,87,1,https://www.acmicpc.net/problem/1208
1209,단조수열 만들기,,,,218,1,https://www.acmicpc.net/problem/1209
1210,마피아,,,,451,1,https://www.acmicpc.net/problem/1210
1211,보일의 법칙,,,,302,1,https://www.acmicpc.net/problem/1211
1212,8진수 2진수,,,,35,1,https://www.acmicpc.net/problem/1212
1213,팰린드롬 만들기,,,,215,4,https://www.acmicpc.net/problem/1213
1214,쿨한 물건 구매,,,,194,5,https://www.acmicpc.net/problem/1214
1215,잘못 작성한 요세푸스 코드,,,,234,1,https://www.acmicpc.net/problem/1215
1216,충무공 이순신,,,,1165,1,https://www.acmicpc.net/problem/1216
1217,하우스 M.D.,,,,492,1,https://www.acmicpc.net/problem/1217
1218,로봇,,,,914,1,https://www.acmicpc.net/problem/1218
1219,오민식의 고민,,,,589,6,https://www.acmicpc.net/problem/1219
1220,MEGACITY,,,,836,1,https://www.acmicpc.net/problem/1220
1221,가까운 점,,,,49,4,https://www.acmicpc.net/problem/1221
1222,홍준 프로그래밍 대회,,,,505,3,https://www.acmicpc.net/problem/1222
1223,마법의 돌,,,,369,2,https://www.acmicpc.net/problem/1223
1224,분수,,,,429,1,https://www.acmicpc.net/problem/1224
1225,이상한 곱셈,,,,242,1,https://www.acmicpc.net/problem/1225
1226,국회,,,,258,1,https://www.acmicpc.net/problem/1226
1227,그녀의 마음,,,,472,3,https://www.acmicpc.net/problem/1227
1228,전쟁,,,,795,1,https://www.acmicpc.net/problem/1228
1229,육각수,,,,533,6,https://www.acmicpc.net/problem/1229
1230,문자열 거리,,,,197,4,https://www.acmicpc.net/problem/1230
1231,주식왕 동호,,,,423,1,https://www.acmicpc.net/problem/1231
1232,체스,,,,377,4,https://www.acmicpc.net/problem/1232
1233,주사위,,,,579,1,https://www.acmicpc.net/problem/1233
1234,크리스마스 트리,,,,398,5,https://www.acmicpc.net/problem/1234
1235,학생 번호,,,,523,1,https://www.acmicpc.net/problem/1235
1236,성 지키기,,,,174,3,https://www.acmicpc.net/problem/1236
1237,정ㅋ벅ㅋ,,,,22,1,https://www.acmicpc.net/problem/1237
1238,파티,,,,331,1,https://www.acmicpc.net/problem/1238
1239,차트,,,,457,5,https://www.acmicpc.net/problem/1239
1240,노드사이의 거리,,,,61,1,https://www.acmicpc.net/problem/1240
1241,머리 톡톡,,,,414,1,https://www.acmicpc.net/problem/1241
1242,소풍,,,,575,5,https://www.acmicpc.net/problem/1242
1243,팰린드롬,,,,377,1,https://www.acmicpc.net/problem/1243
1244,스위치 켜고 끄기,,,,977,1,https://www.acmicpc.net/problem/1244
1245,농장 관리,,,,301,1,https://www.acmicpc.net/problem/1245
1246,온라인 판매,,,,393,1,https://www.acmicpc.net/problem/1246
1247,부호,,,,46,1,https://www.acmicpc.net/problem/1247
1248,Guess,,,,1052,3,https://www.acmicpc.net/problem/1248
1249,워드똑똑,,,,699,4,https://www.acmicpc.net/problem/1249
1250,색칠된 공들,,,,261,1,https://www.acmicpc.net/problem/1250
1251,단어 나누기,,,,344,1,https://www.acmicpc.net/problem/1251
1252,이진수 덧셈,,,,34,1,https://www.acmicpc.net/problem/1252
1253,좋다,,,,128,1,https://www.acmicpc.net/problem/1253
1254,팰린드롬 만들기,,,,261,4,https://www.acmicpc.net/problem/1254
1255,전쟁 - 선전포고,,,,351,1,https://www.acmicpc.net/problem/1255
1256,사전,,,,374,4,https://www.acmicpc.net/problem/1256
1257,엄청난 부자,,,,316,1,https://www.acmicpc.net/problem/1257
1258,문제 할당,,,,553,1,https://www.acmicpc.net/problem/1258
1259,팰린드롬수,,,,281,1,https://www.acmicpc.net/problem/1259
1260,DFS와 BFS,,,,146,3,https://www.acmicpc.net/problem/1260
1261,알고스팟,,,,611,3,https://www.acmicpc.net/problem/1261
1262,알파벳 다이아몬드,,,,1865,1,https://www.acmicpc.net/problem/1262
1263,시간 관리,,,,408,1,https://www.acmicpc.net/problem/1263
1264,모음의 개수,,,,79,1,https://www.acmicpc.net/problem/1264
1265,순열,,,,119,4,https://www.acmicpc.net/problem/1265
1266,일어나!,,,,220,1,https://www.acmicpc.net/problem/1266
1267,핸드폰 요금,,,,390,4,https://www.acmicpc.net/problem/1267
1268,임시 반장 정하기,,,,655,1,https://www.acmicpc.net/problem/1268
1269,대칭 차집합,,,,261,1,https://www.acmicpc.net/problem/1269
1270,전쟁 - 땅따먹기,,,,300,1,https://www.acmicpc.net/problem/1270
1271,엄청난 부자2,,,,262,1,https://www.acmicpc.net/problem/1271
1272,특별 노드,,,,551,1,https://www.acmicpc.net/problem/1272
1273,샷,,,,609,2,https://www.acmicpc.net/problem/1273
1274,커피숍1,,,,361,1,https://www.acmicpc.net/problem/1274
1275,커피숍2,,,,484,1,https://www.acmicpc.net/problem/1275
1276,PLATFORME,,,,956,2,https://www.acmicpc.net/problem/1276
1277,발전소 설치,,,,612,1,https://www.acmicpc.net/problem/1277
1278,연극,,,,947,1,https://www.acmicpc.net/problem/1278
1279,내멋대로 주사위,,,,335,4,https://www.acmicpc.net/problem/1279
1280,나무 심기,,,,268,5,https://www.acmicpc.net/problem/1280
1281,보석상,,,,638,1,https://www.acmicpc.net/problem/1281
1282,P-수열,,,,176,3,https://www.acmicpc.net/problem/1282
1283,단축키 지정,,,,415,2,https://www.acmicpc.net/problem/1283
1284,집 주소,,,,470,1,https://www.acmicpc.net/problem/1284
1285,동전 뒤집기,,,,575,1,https://www.acmicpc.net/problem/1285
1286,부분 직사각형,,,,653,3,https://www.acmicpc.net/problem/1286
1287,할 수 있다,,,,321,2,https://www.acmicpc.net/problem/1287
1288,전쟁 - 국지전,,,,447,1,https://www.acmicpc.net/problem/1288
1289,트리의 가중치,,,,239,3,https://www.acmicpc.net/problem/1289
1290,배럭,,,,635,4,https://www.acmicpc.net/problem/1290
1291,이면수와 임현수,,,,5823,1,https://www.acmicpc.net/problem/1291
1292,쉽게 푸는 문제,,,,224,1,https://www.acmicpc.net/problem/1292
1293,생물농축,,,,1404,1,https://www.acmicpc.net/problem/1293
1294,문자열 장식,,,,410,5,https://www.acmicpc.net/problem/1294
1295,평면도,,,,522,1,https://www.acmicpc.net/problem/1295
1296,팀 이름 정하기,,,,497,6,https://www.acmicpc.net/problem/1296
1297,TV 크기,,,,327,5,https://www.acmicpc.net/problem/1297
1298,노트북의 주인을 찾아서,,,,416,2,https://www.acmicpc.net/problem/1298
1299,전쟁 - 탈출편2,,,,601,1,https://www.acmicpc.net/problem/1299
1300,K번째 수,,,,142,1,https://www.acmicpc.net/problem/1300
1301,비즈 공예,,,,519,5,https://www.acmicpc.net/problem/1301
1302,베스트셀러,,,,180,5,https://www.acmicpc.net/problem/1302
1303,전쟁 - 전투,,,,269,1,https://www.acmicpc.net/problem/1303
1304,지역,,,,724,4,https://www.acmicpc.net/problem/1304
1305,광고,,,,530,1,https://www.acmicpc.net/problem/1305
1306,달려라 홍준,,,,288,1,https://www.acmicpc.net/problem/1306
1307,마방진,,,,180,1,https://www.acmicpc.net/problem/1307
1308,D-Day,,,,373,1,https://www.acmicpc.net/problem/1308
1309,동물원,,,,262,1,https://www.acmicpc.net/problem/1309
1310,달리기 코스,,,,426,1,https://www.acmicpc.net/problem/1310
1311,할 일 정하기 1,,,,224,1,https://www.acmicpc.net/problem/1311
1312,소수,,,,113,1,https://www.acmicpc.net/problem/1312
1313,합성소수,,,,577,1,https://www.acmicpc.net/problem/1313
1314,동굴 탐험,,,,634,4,https://www.acmicpc.net/problem/1314
1315,RPG,,,,377,5,https://www.acmicpc.net/problem/1315
1316,그룹 단어 체커,,,,219,6,https://www.acmicpc.net/problem/1316
1317,그룹 단어,,,,199,6,https://www.acmicpc.net/problem/1317
1318,포커,,,,693,1,https://www.acmicpc.net/problem/1318
1319,지민 vs 한수,,,,396,6,https://www.acmicpc.net/problem/1319
1321,군인,,,,1001,1,https://www.acmicpc.net/problem/1321
1322,X와 K,,,,87,4,https://www.acmicpc.net/problem/1322
1323,숫자 연결하기,,,,225,1,https://www.acmicpc.net/problem/1323
1324,젠장,,,,585,2,https://www.acmicpc.net/problem/1324
1325,효율적인 해킹,,,,282,1,https://www.acmicpc.net/problem/1325
1326,폴짝폴짝,,,,254,1,https://www.acmicpc.net/problem/1326
1327,소트 게임,,,,304,5,https://www.acmicpc.net/problem/1327
1328,고층 빌딩,,,,408,5,https://www.acmicpc.net/problem/1328
1329,증가 수열,,,,189,1,https://www.acmicpc.net/problem/1329
1330,두 수 비교하기,,,,42,3,https://www.acmicpc.net/problem/1330
1331,나이트 투어,,,,299,5,https://www.acmicpc.net/problem/1331
1332,풀자,,,,475,5,https://www.acmicpc.net/problem/1332
1333,부재중 전화,,,,500,3,https://www.acmicpc.net/problem/1333
1334,다음 팰린드롬 수,,,,139,5,https://www.acmicpc.net/problem/1334
1335,여섯 쌍 서로소,,,,216,1,https://www.acmicpc.net/problem/1335
1336,수열의 개수 NKD,,,,199,1,https://www.acmicpc.net/problem/1336
1337,올바른 배열,,,,246,4,https://www.acmicpc.net/problem/1337
1338,알 수 없는 번호,,,,186,2,https://www.acmicpc.net/problem/1338
1339,단어 수학,,,,360,4,https://www.acmicpc.net/problem/1339
1340,연도 진행바,,,,235,6,https://www.acmicpc.net/problem/1340
1341,사이좋은 형제,,,,501,6,https://www.acmicpc.net/problem/1341
1342,행운의 문자열,,,,201,4,https://www.acmicpc.net/problem/1342
1343,폴리오미노,,,,173,5,https://www.acmicpc.net/problem/1343
1344,축구,,,,295,3,https://www.acmicpc.net/problem/1344
1345,등차수열,,,,321,6,https://www.acmicpc.net/problem/1345
1346,탑을 향해서,,,,443,5,https://www.acmicpc.net/problem/1346
1347,미로 만들기,,,,352,5,https://www.acmicpc.net/problem/1347
1348,주차장,,,,740,6,https://www.acmicpc.net/problem/1348
1349,건축가의 나라,,,,592,5,https://www.acmicpc.net/problem/1349
1350,진짜 공간,,,,283,4,https://www.acmicpc.net/problem/1350
1351,무한 수열,,,,92,5,https://www.acmicpc.net/problem/1351
1352,문자열,,,,261,6,https://www.acmicpc.net/problem/1352
1353,합과 곱,,,,190,4,https://www.acmicpc.net/problem/1353
1354,무한 수열 2,,,,110,4,https://www.acmicpc.net/problem/1354
1355,구멍난 케이크 자르기,,,,342,4,https://www.acmicpc.net/problem/1355
1356,유진수,,,,351,5,https://www.acmicpc.net/problem/1356
1357,뒤집힌 덧셈,,,,204,5,https://www.acmicpc.net/problem/1357
1358,하키,,,,425,4,https://www.acmicpc.net/problem/1358
1359,복권,,,,211,4,https://www.acmicpc.net/problem/1359
1360,되돌리기,,,,562,5,https://www.acmicpc.net/problem/1360
1361,두 스트링 마스크,,,,190,6,https://www.acmicpc.net/problem/1361
1362,펫,,,,481,1,https://www.acmicpc.net/problem/1362
1363,트리,,,,1221,1,https://www.acmicpc.net/problem/1363
1364,울타리 치기,,,,234,1,https://www.acmicpc.net/problem/1364
1365,꼬인 전깃줄,,,,409,1,https://www.acmicpc.net/problem/1365
1366,기타 코드,,,,968,5,https://www.acmicpc.net/problem/1366
1367,타브 악보,,,,1387,6,https://www.acmicpc.net/problem/1367
1368,물대기,,,,191,1,https://www.acmicpc.net/problem/1368
1369,배열값,,,,919,1,https://www.acmicpc.net/problem/1369
1370,전쟁 - 화계가 아닌 수계,,,,556,1,https://www.acmicpc.net/problem/1370
1371,가장 많은 글자,,,,105,5,https://www.acmicpc.net/problem/1371
1372,단어 합치기,,,,80,6,https://www.acmicpc.net/problem/1372
1373,2진수 8진수,,,,35,1,https://www.acmicpc.net/problem/1373
1374,강의실,,,,204,1,https://www.acmicpc.net/problem/1374
1375,나이,,,,437,1,https://www.acmicpc.net/problem/1375
1376,민식우선탐색,,,,374,1,https://www.acmicpc.net/problem/1376
1377,버블 소트,,,,335,2,https://www.acmicpc.net/problem/1377
1378,증가 수열,,,,289,6,https://www.acmicpc.net/problem/1378
1379,강의실 2,,,,218,1,https://www.acmicpc.net/problem/1379
1380,귀걸이,,,,345,1,https://www.acmicpc.net/problem/1380
1381,요구르트의 유통기한,,,,570,1,https://www.acmicpc.net/problem/1381
1384,메시지,,,,474,1,https://www.acmicpc.net/problem/1384
1385,벌집,,,,178,1,https://www.acmicpc.net/problem/1385
1386,f와 g,,,,264,1,https://www.acmicpc.net/problem/1386
1387,행렬 교환,,,,184,7,https://www.acmicpc.net/problem/1387
1388,바닥 장식,,,,372,5,https://www.acmicpc.net/problem/1388
1389,케빈 베이컨의 6단계 법칙,,,,1243,1,https://www.acmicpc.net/problem/1389
1390,테트리스,,,,518,1,https://www.acmicpc.net/problem/1390
1391,종이접기,,,,398,1,https://www.acmicpc.net/problem/1391
1392,노래 악보,,,,247,1,https://www.acmicpc.net/problem/1392
1393,음하철도 구구팔,,,,191,1,https://www.acmicpc.net/problem/1393
1394,암호,,,,267,1,https://www.acmicpc.net/problem/1394
1395,스위치,,,,265,1,https://www.acmicpc.net/problem/1395
1396,크루스칼의 공,,,,301,1,https://www.acmicpc.net/problem/1396
1397,인화철도 구구칠,,,,612,1,https://www.acmicpc.net/problem/1397
1398,동전 문제,,,,310,2,https://www.acmicpc.net/problem/1398
1399,보물의 위치,,,,431,1,https://www.acmicpc.net/problem/1399
1400,화물차,,,,1010,1,https://www.acmicpc.net/problem/1400
1401,요컨대 형택이의 사탕봉지,,,,995,1,https://www.acmicpc.net/problem/1401
1402,아무래도이문제는A번난이도인것같다,,,,203,1,https://www.acmicpc.net/problem/1402
1404,토너먼트 승자,,,,344,6,https://www.acmicpc.net/problem/1404
1405,미친 로봇,,,,297,5,https://www.acmicpc.net/problem/1405
